"id","statement_full","statement_strip","statement_noise_p25","statement_noise_p50","statement_noise_p75","target","source","text_origin"
"303","Erin lákátabú Oriogbade FC, ìyẹn Arsenal ti gòkè àlọ, Fulham ni wọ́n fi ṣe ìrúbọ àti gori tábìlì EPL.","Erin lakatabu Oriogbade FC, iyen Arsenal ti goke alo, Fulham ni won fi se irubo ati gori tabili EPL.","Erin lákátabú Oriogbade FC, ìyẹn Arsenal ti gòke àlo, Fulham ni wọ́n fi ṣe ìrúbọ àti gori tábìlì EPL.","Erin lakátabu Oriogbade FC, ìyẹn Arsenal ti gokè alọ, Fulham ni wọ́n fi ṣe ìrúbọ àti gori tabìlì EPL.","Erin lakatabu Oriogbade FC, iyen Arsenal ti gòke àlo, Fulham ni wọ́n fi se irubo ati gori tábili EPL.","sarcastic","BBC News","original"
"304","Ọmọ inú ọká ní ṣekúpa ọká,  Danny Welbeck tó ti gbá bọ́ọ̀lù rí fún Man United náà ló dá iyẹ̀pẹ̀ sí gaàrí wọn.","Omo inu oka ni sekupa oka,  Danny Welbeck to ti gba boolu ri fun Man United naa lo da iyepe si gaari won.","Ọmọ inú ọká ní ṣekúpa ọká,  Danny Welbeck to ti gba bọọ̀lù rí fun Man United naà ló dá iyẹ̀pẹ̀ si gaàrí wọn.","Omọ inú ọká ni sekúpa ọka,  Danny Welbeck tó ti gbá boòlù ri fún Man United náa lo dá iyẹ̀pẹ si gaàrí wọn.","Omo inú oka ni sekupa ọka,  Danny Welbeck to ti gba bọọlu ri fun Man United naà lo da iyepè sí gaarí won.","sarcastic","BBC News","original"
"305","Ẹ yéé fi Wizkid wé Fẹlá mọ, ọ̀rọ̀ àbùkù àti agọ̀ ni, Seun Kuti yarí","E yee fi Wizkid we Fela mo, oro abuku ati ago ni, Seun Kuti yari","Ẹ yeé fi Wizkid wé Fẹla mo, ọ̀rọ̀ àbukù àti agọ̀ ni, Seun Kuti yarí","E yéé fi Wizkid we Fẹlá mo, orọ àbùkù ati agọ̀ ni, Seun Kuti yarí","Ẹ yee fi Wizkid wé Fela mo, ọrọ abukù ati ago ni, Seun Kuti yari","sarcastic","BBC News","original"
"306","Pìtìpìtì ayé bá Portsmouth! Martinelli kanra ti Liverpool mọ́ wọn, fi wọ́n ṣe àsun ìrọ̀lẹ ọjó ìsinmi fáwọn olólùfẹ́ Oriogbade, ìyẹn Arsenal.","Pitipiti aye ba Portsmouth! Martinelli kanra ti Liverpool mo won, fi won se asun irole ojo isinmi fawon ololufe Oriogbade, iyen Arsenal.","Pitìpìtì aye bá Portsmouth! Martinelli kanra ti Liverpool mó wọn, fi wọ́n ṣe àsun ìrọ̀lẹ ọjo ìsinmi fawọn olólufẹ Oriogbade, iyẹn Arsenal.","Pitìpitì ayé bá Portsmouth! Martinelli kanra ti Liverpool mó won, fi won se àsun ìròle ojó isinmi fáwọn ololufé Oriogbade, ìyẹn Arsenal.","Pitipìti aye ba Portsmouth! Martinelli kanra ti Liverpool mo won, fi won se asun irọle ojo isinmi fáwon ololufe Oriogbade, ìyen Arsenal.","sarcastic","BBC News","original"
"307","Ewúrẹ́ Algeria binú, fẹsẹ̀ halẹ̀, àjẹkún ìyà ni wọ́n fi jẹ lọ́wọ Super Eagles Nàìjíríà.","Ewure Algeria binu, fese hale, ajekun iya ni won fi je lowo Super Eagles Naijiria.","Ewúrẹ́ Algeria binú, fẹsẹ halẹ, àjẹkún ìyà ni wọ́n fi je lọ́wọ Super Eagles Naìjíríà.","Ewurẹ́ Algeria binú, fẹsè halẹ̀, àjekún iya ni won fi je lówọ Super Eagles Naijirià.","Ewure Algeria binu, fesẹ̀ hale, ajekún ìya ni wọ́n fi je lowo Super Eagles Naìjíria.","sarcastic","BBC News","original"
"308","E yé sọ̀rọ̀ òdì sí orílẹ̀-èdè Nàìjíríà mọ́, dípò béẹ̀, ẹ máa ṣadúrà ni","E ye soro odi si orile-ede Naijiria mo, dipo bee, e maa sadura ni","E ye sọ̀rọ òdì sí orílẹ-ède Nàìjiría mọ́, dípò béè, e máa ṣadúrà ni","E yé sọ̀ro òdì si orílẹ̀-ède Naìjírià mọ́, dipò béẹ, ẹ máa sadúra ni","E yé sọro odi si orile-ede Naijíria mo, dipo bee, ẹ máa ṣadúra ni","sarcastic","BBC News","original"
"309","Ríi dájú pé èso rere lò n gbìn ní gbogbo ibi tó o bá dé, àṣesilẹ̀, kò sí bó ṣe le wù kó pé tó, o máa ká gbogbo ohun to bá gbìn lọ́jó kan.","Rii daju pe eso rere lo n gbin ni gbogbo ibi to o ba de, asesile, ko si bo se le wu ko pe to, o maa ka gbogbo ohun to ba gbin lojo kan.","Ríi dájú pé èso rere lò n gbìn ní gbogbo ibi tó o ba dé, àṣesilẹ̀, kò sí bó ṣe le wù kó pé tó, o máa ká gbogbo ohun to ba gbìn lọjó kan.","Rii daju pe èso rere lo n gbin ni gbogbo ibi tó o ba de, aṣesilè, ko sí bó se le wu kó pé to, o maa ka gbogbo ohun to bá gbin lọ́jó kan.","Rii daju pé eso rere lo n gbìn ní gbogbo ibi tó o ba dé, àṣesile, ko si bo se le wu kó pe tó, o maa ka gbogbo ohun to ba gbìn lojo kan.","non-sarcastic","BBC News","original"
"310","Ṣé òkè ténté tábìlì ni oríògbadé FC yóò bá wọ ọdún 2026, àbí wọn yóò já gẹ́gẹ́bí ìṣe wọn?","Se oke tente tabili ni oriogbade FC yoo ba wo odun 2026, abi won yoo ja gegebi ise won?","Ṣé òke tenté tabìlì ni oríògbadé FC yoo ba wọ ọdun 2026, àbí wọn yóò ja gẹgẹ́bí ìse won?","Ṣé òkè ténte tábìlì ni oriogbade FC yóò ba wọ odún 2026, àbí wọn yoò ja gegẹbí ìse won?","Se òke tente tabilì ni oríògbade FC yoò ba wọ odun 2026, abi wọn yoò ja gegébi ìse wọn?","sarcastic","BBC News","original"
"311","Njẹ́ ọkọ̀ Chelsea tí kò ní dẹ́rẹ́bà yìí lè borí Man City, àbí àpò ni wọn yóò fi kó òdo lọ sílé?","Nje oko Chelsea ti ko ni dereba yii le bori Man City, abi apo ni won yoo fi ko odo lo sile?","Njẹ́ ọkọ̀ Chelsea ti kò ni dẹ́rẹ́ba yìi lè borí Man City, abí àpò ni won yóò fi kó òdo lọ sílé?","Nje okọ Chelsea ti ko ni dẹrẹ́ba yii le bori Man City, àbí apò ni won yóo fi kó odo lo síle?","Njẹ́ oko Chelsea tí kò ní déreba yii lè borí Man City, àbí apo ni won yoò fi ko odo lo sile?","sarcastic","BBC News","original"
"312","Wọ́n fiọ́ j'Ọba o tún nṣ'àwúre; ṣé o fẹ́ di Elédùmarè ni🤷‍♂️","Won fio j'Oba o tun ns'awure; se o fe di Eledumare ni🤷‍♂","Wọ́n fiọ́ j'Oba o tún nṣ'àwure; sé o fẹ́ di Elédùmarè ni🤷‍♂","Wọn fio j'Oba o tun ns'awure; ṣé o fẹ di Elédùmarè ni🤷‍♂","Won fio j'Oba o tun ns'awúre; sé o fe di Eledumare ni🤷‍♂","sarcastic","Facebook","original"
"313","Màlúù tí kò nírù Chelsea takú sọ́rùn Man City pé kò sí àyè láti fibẹ̀ ṣe ilé eṣinṣin","Maluu ti ko niru Chelsea taku sorun Man City pe ko si aye lati fibe se ile esinsin","Màlúù ti kò níru Chelsea takú sọ́run Man City pé ko sí ayè lati fibe se ilé eṣinṣin","Màlúù ti ko níru Chelsea takú sórun Man City pe ko si ayè láti fibè se ilé esinṣin","Maluu ti kò nirù Chelsea taku sorun Man City pe ko si aye lati fibẹ se ile esinsin","sarcastic","BBC News","original"
"314","Njẹ́ ọkọ̀ Chelsea tí kò ní dẹ́rẹ́bà yìí lè borí Man City, àbí àpò ni wọn yóò fi kó òdo lọ sílé?","Nje oko Chelsea ti ko ni dereba yii le bori Man City, abi apo ni won yoo fi ko odo lo sile?","Nje ọkọ̀ Chelsea ti kò ní dẹ́rẹbà yìí lè borí Man City, àbi àpò ni wọn yóò fi kó òdo lọ sílé?","Njẹ́ ọkò Chelsea tí kò ni deréba yii lè bori Man City, abí apò ni won yoò fi kó òdo lọ sile?","Njé okò Chelsea ti ko ní dẹ́rẹba yii le bori Man City, abi àpò ni won yóo fi ko odo lọ síle?","sarcastic","BBC News","original"
"315","Ànfààní Adúgbò, ìyẹn Manchester United, ti fọwọ́ òsì júwe ilé fún Ruben Amorim pé kó máa lọ","Anfaani Adugbo, iyen Manchester United, ti fowo osi juwe ile fun Ruben Amorim pe ko maa lo","Ànfaaní Adugbò, ìyẹn Manchester United, ti fọwọ́ osì júwe ilé fún Ruben Amorim pé kó máa lo","Ànfaàni Adugbò, ìyẹn Manchester United, ti fọwọ osì júwe ilé fun Ruben Amorim pé kó maa lo","Anfaàni Adugbo, iyẹn Manchester United, ti fowo osi juwe ile fun Ruben Amorim pe ko maa lo","sarcastic","BBC News","original"
"316","Arsenal Oriogbade bínú tán, pàwọn ọlọ́tẹ̀ lẹ́nu mọ́, àlùdákú ni wọ́n lu Club Brugge mọ́lé.","Arsenal Oriogbade binu tan, pawon olote lenu mo, aludaku ni won lu Club Brugge mole.","Arsenal Oriogbade bínú tán, pawọn ọlọtẹ̀ lẹ́nu mọ́, àlùdákú ni won lu Club Brugge mólé.","Arsenal Oriogbade bínú tan, pawọn ọlọ́tè lẹnu mo, àludáku ni wọn lu Club Brugge móle.","Arsenal Oriogbade bínu tan, pàwon olote lẹnu mo, aludakú ni won lu Club Brugge mole.","sarcastic","BBC News","original"
"317","Ayé ò! Atalanta lagi mọ́ Chelsea lórí láwọlé sùn, fa aṣọ iyì ya mọ́ Aníyìkáyé FC lára.","Aye o! Atalanta lagi mo Chelsea lori lawole sun, fa aso iyi ya mo Aniyikaye FC lara.","Aye ò! Atalanta lagi mọ́ Chelsea lórí láwọle sun, fa aṣọ iyi ya mó Aníyìkáyé FC lara.","Aye ò! Atalanta lagi mó Chelsea lorí láwọlé sun, fa aṣo iyì ya mọ́ Aniyikáyé FC lara.","Ayé ò! Atalanta lagi mo Chelsea lori lawole sun, fa aṣo iyì ya mọ Aníyikayé FC lara.","sarcastic","BBC News","original"
"318","Olúwa tó yí orúkọ Ábráhámù àti Jákọ́bù padà, yi o báwa yí orúkọ Arsenal tí 'BBC News Yoruba' ti sọ di 'Oriogbade' padà sí 'Oriade' 🙏","Oluwa to yi oruko Abrahamu ati Jakobu pada, yi o bawa yi oruko Arsenal ti 'BBC News Yoruba' ti so di 'Oriogbade' pada si 'Oriade' 🙏","Olúwa to yí oruko Ábráhámù ati Jakọ́bu padà, yi o báwa yí oruko Arsenal ti 'BBC News Yoruba' ti sọ di 'Oriogbade' padà sí 'Oriade' 🙏","Oluwa to yí orúkọ Ábrahámu ati Jakọbù pada, yi o báwa yi orúko Arsenal tí 'BBC News Yoruba' ti so di 'Oriogbade' padà si 'Oriade' 🙏","Oluwa to yi orúko Abráhamu ati Jakobu pada, yi o bawa yi orukọ Arsenal ti 'BBC News Yoruba' ti so di 'Oriogbade' pada si 'Oriade' 🙏","sarcastic","BBC News","original"
"319","Alvaro Arbeloa tó jẹ́ akẹgbẹ́ Xabi Alonso tẹ́lẹ̀ ní ẹgbẹ́ agbábọ́ọ̀lù Liverpool ni akọ́nimọ̀ọ́gbá tuntun Real Madrid báyìí.","Alvaro Arbeloa to je akegbe Xabi Alonso tele ni egbe agbaboolu Liverpool ni akonimoogba tuntun Real Madrid bayii.","Alvaro Arbeloa tó jẹ́ akẹgbẹ́ Xabi Alonso tẹ́lẹ̀ ní ẹgbẹ́ agbábọòlù Liverpool ni akọ́nimọ̀ógbá tuntun Real Madrid báyìi.","Alvaro Arbeloa tó je akegbẹ Xabi Alonso telẹ ní egbẹ́ agbabọọ̀lù Liverpool ni akonimòógbá tuntun Real Madrid bayìí.","Alvaro Arbeloa to je akẹgbẹ Xabi Alonso tele ni egbé agbaboolu Liverpool ni akonimọogba tuntun Real Madrid bayii.","non-sarcastic","BBC News","original"
"320","Egbìnrìn ọ̀tè, bí a ti ńpa kan ni ọ̀kan ńrú.","Egbinrin ote, bi a ti npa kan ni okan nru.","Egbìnrìn ọtè, bí a ti ńpa kan ni ọ̀kan nrú.","Egbìnrin ọ̀tè, bi a ti ńpa kan ni ọ̀kan nrú.","Egbinrin ọte, bí a ti npa kan ni okan nru.","non-sarcastic","BBC News","original"
"321","Aya Ààrẹ ilẹ̀ wa sọ̀rọ̀ yìí lójú òpó Facebook rẹ̀, pẹ̀lú àlàyé pé àdúrà àti ọ̀rọ̀ rere ló yẹ Naijiria, ọ̀rọ̀ burúkú kọ́.","Aya Aare ile wa soro yii loju opo Facebook re, pelu alaye pe adura ati oro rere lo ye Naijiria, oro buruku ko.","Aya Àarẹ ilẹ̀ wa sọ̀rọ̀ yìi lójú opó Facebook rẹ̀, pẹ̀lú alaye pé àdúra ati ọ̀rọ̀ rere lo yẹ Naijiria, ọ̀ro burukú kọ́.","Aya Aàre ilẹ̀ wa sòrọ̀ yìí lóju òpó Facebook rè, pẹ̀lú alàyé pe adúrà ati oro rere lo yẹ Naijiria, òro buruku kó.","Aya Aare ile wa soro yii lóju opó Facebook rè, pèlu alaye pé adura ati oro rere lo yẹ Naijiria, oro burukú kọ.","non-sarcastic","BBC News","original"
"322","Àmọ̀rí kọ́ ni ìṣòro ẹgbẹ́ agbábọ́ọ̀lù Manchester United. Ẹ̀san òjóóró tí wọ́n ṣe nígbà tí Alex Ferguson jẹ́ Kóòsì wọn ló ń ké lórí wọn. Bí wọ́n ò bá múra, wọ́n máa religéètì gbẹ̀yìn..","Amori ko ni isoro egbe agbaboolu Manchester United. Esan ojooro ti won se nigba ti Alex Ferguson je Koosi won lo n ke lori won. Bi won o ba mura, won maa religeeti gbeyin..","Àmọ̀ri kó ni iṣoro egbẹ́ agbáboòlù Manchester United. Èsan ojoóró tí wọ́n ṣe nígba tí Alex Ferguson je Koòsì wọn ló ń ké lori wọn. Bí wọ́n o ba mura, wọn maa religéètì gbẹ̀yìn..","Amorí kó ni ìsòro egbé agbabọọlu Manchester United. Èsan ojóoro tí wón se nígbà tí Alex Ferguson jẹ Koòsì wọn lo n ké lóri wọn. Bí won o bá múra, wón maa religeèti gbẹ̀yìn..","Amọri ko ni isòro egbé agbaboolu Manchester United. Esan ojooro ti wón se nigba ti Alex Ferguson je Koosi won lo n ké lori won. Bi wọn o ba mura, won maa religeetì gbeyìn..","sarcastic","BBC News","original"
"323","Erin lákátabú Oriogbade FC, ìyẹn Arsenal, kí ojú aláṣejù Crystal Palace bọ omi gbígbóná láti jókòó rẹ̀pẹ̀tẹ̀ sórí tábìlì EPL.","Erin lakatabu Oriogbade FC, iyen Arsenal, ki oju alaseju Crystal Palace bo omi gbigbona lati jokoo repete sori tabili EPL.","Erin lakatabú Oriogbade FC, iyẹn Arsenal, kí ojú aláṣejù Crystal Palace bo omi gbígbóná lati jókoó rẹ̀pẹ̀tè sori tábìlì EPL.","Erin lákatabu Oriogbade FC, iyen Arsenal, kí ojú alásejù Crystal Palace bo omi gbígbona láti jókoó rẹpẹ̀tẹ sori tabilì EPL.","Erin lakatabú Oriogbade FC, iyen Arsenal, ki oju alaseju Crystal Palace bo omi gbigbona láti jokoo repete sori tábilì EPL.","sarcastic","BBC News","original"
"324","Ṣé ọ̀rọ̀ yìí kò ti di ẹni a lè mú làá lẹ̀dí mọ́ báyìí? Níbo ni Oriogbade, ìyẹn Arsenal, fi gbogbo góòlù yìí sí nígbà tí wọ́n kojú Liverpool?","Se oro yii ko ti di eni a le mu laa ledi mo bayii? Nibo ni Oriogbade, iyen Arsenal, fi gbogbo goolu yii si nigba ti won koju Liverpool?","Ṣe ọ̀rọ̀ yìi kò ti di ẹni a lè mú làá lẹ̀di mọ́ báyìí? Níbo ni Oriogbade, ìyẹn Arsenal, fi gbogbo góòlu yìí si nígbà tí wọn koju Liverpool?","Sé orọ̀ yií ko ti di eni a lè mu laá lẹ̀dí mọ bayii? Níbo ni Oriogbade, iyẹn Arsenal, fi gbogbo góòlù yìí si nigba tí wọn kojú Liverpool?","Se orọ yìi ko ti di eni a le mu laá ledí mọ́ bayií? Níbo ni Oriogbade, iyen Arsenal, fi gbogbo goòlu yií si nigba ti wón koju Liverpool?","sarcastic","BBC News","original"
"325","Ọdún dé, ọdún jọ, ọdún jọ, ọdún dé, ọdún jọ, ọdún jọ o, ará ẹ bá mi yọ̀, ọdún dé o.","Odun de, odun jo, odun jo, odun de, odun jo, odun jo o, ara e ba mi yo, odun de o.","Odún dé, ọdún jọ, ọdún jo, ọdun dé, ọdún jọ, odún jo o, ará ẹ ba mi yọ̀, ọdún dé o.","Odún de, ọdun jo, odún jo, ọdun dé, ọdun jo, odún jo o, ara e bá mi yò, ọdún de o.","Odun de, odun jo, odun jo, ọdun de, odun jọ, odun jo o, ara e ba mi yò, odún de o.","non-sarcastic","X","original"
"326","Ẹ gbẹ̀mí ẹni tó bá sùn, nítorí ẹni tó bá sùn kò níí sún","E gbemi eni to ba sun, nitori eni to ba sun ko nii sun","Ẹ gbemí ẹni tó bá sùn, nitorí ẹni to ba sùn kò níí sún","Ẹ gbèmí eni to bá sùn, nitori ẹni tó ba sùn kò nií sun","E gbẹmí eni to ba sun, nitori eni to ba sùn ko nii sun","sarcastic","Instagram","original"
"327","Tí onílé rẹ bá nṣe ìgbéraga sí ẹ, kí o lọ jalè láti rí owó kọ́ ilé tiẹ. Bí o tilẹ̀ jẹ́ wípé wọ́n lè mú ẹ tí o bá ti lọ jalè náà, yóò dójú tí onílé rẹ.","Ti onile re ba nse igberaga si e, ki o lo jale lati ri owo ko ile tie. Bi o tile je wipe won le mu e ti o ba ti lo jale naa, yoo doju ti onile re.","Tí oníle rẹ bá nṣe ìgbéraga sí ẹ, kí o lo jalè láti rí owó kọ́ ilé tie. Bí o tilẹ jé wípé wón le mú e ti o bá ti lọ jalè naà, yóò dójú tí onílé rẹ.","Ti onílé rẹ bá nṣe ìgbéraga si e, kí o lo jalè lati ri owo kọ́ ile tiẹ. Bi o tilẹ jẹ wipé won lè mú e tí o bá ti lọ jale náà, yóo dóju ti oníle re.","Ti onile re ba nṣe igberaga si e, ki o lọ jale lati ri owo ko ile tiẹ. Bí o tilè jẹ wipe won lè mu e ti o ba ti lo jale naà, yoo dojú ti onile rẹ.","sarcastic","Instagram","original"
"328","Dípò kí o ṣègbéyàwó, o lè bẹ̀rẹ̀ síí ṣe aṣẹ́wó nítorí pé o lè rí owó púpọ̀ gbà lọ́wọ́ ìbálòpọ̀ tí ìwọ ì bá ti fún ọkọ rẹ lọ́fẹ̀ẹ́. Bótilẹ̀jẹ́pẹ́ abẹ́ rẹ lè gbóná gaan.","Dipo ki o segbeyawo, o le bere sii se asewo nitori pe o le ri owo pupo gba lowo ibalopo ti iwo i ba ti fun oko re lofee. Botilejepe abe re le gbona gaan.","Dipò kí o sègbéyawó, o lè bẹ̀rẹ̀ síí se asẹ́wó nítori pé o le rí owó púpọ̀ gbà lọwó ìbálòpọ̀ ti iwọ ì bá ti fún ọkọ re lófeé. Bótilèjepẹ́ abẹ rẹ lè gboná gaan.","Dipo kí o ṣegbéyàwo, o lè bẹ̀re síi ṣe aṣẹ́wo nitorí pé o le rí owó pupò gba lowó ibálòpo tí iwọ i bá ti fun ọkọ rẹ lofẹ̀ẹ. Botilèjẹpé abe re lè gbóna gaan.","Dípo ki o ṣegbéyawo, o le berè síi ṣe asewo nitori pe o le ri owo pupò gba lowo ìbalopò ti iwo i ba ti fun oko re lofeẹ. Botilẹ̀jẹpẹ abẹ re le gboná gaan.","sarcastic","Instagram","original"
"329","Tí gbogbo àwọn ẹbíì rẹ bá ń retí pé kí o ṣoríire kí o lè bẹ̀rẹ̀ ìrànlọ́wọ́ fún wọn, ṣe oríibú kí o lè ṣe ìyàlẹ́nu fún wọn.","Ti gbogbo awon ebii re ba n reti pe ki o soriire ki o le bere iranlowo fun won, se oriibu ki o le se iyalenu fun won.","Ti gbogbo àwọn ẹbíi rẹ ba n retí pé ki o ṣoríire ki o lè bèrẹ ìrànlọ́wọ fun won, se oriibu kí o le ṣe iyàlẹnu fún wọn.","Tí gbogbo awọn ebíi rẹ ba n reti pé ki o ṣoriire kí o lè bere irànlówọ fun wọn, ṣe oríibú ki o lè ṣe ìyàlénu fún won.","Ti gbogbo àwon ebiì rẹ ba n retí pe ki o soriire ki o le bèrè iranlowo fun wọn, se oriibu ki o le se iyalenu fun wọn.","sarcastic","Instagram","original"
"330","Má ṣe fẹ́ ìyàwó tó máa fún ẹ ní Ìfọ̀kànbalẹ̀, nítorí Ìfọ̀kànbalẹ̀ díẹ̀, ogún diẹ la fí ngbé ilé ayé. ","Ma se fe iyawo to maa fun e ni Ifokanbale, nitori Ifokanbale die, ogun die la fi ngbe ile aye. ","Má ṣe fẹ ìyàwo tó máa fún ẹ ni Ìfọkànbalẹ̀, nítorí Ìfọ̀kànbalè diè, ogún diẹ la fi ngbé ilé ayé. ","Má ṣe fẹ́ iyàwo to máa fun ẹ ní Ìfọkànbale, nitorí Ifokànbalè diè, ogun die la fí ngbe ile aye. ","Ma se fe iyàwó to máa fun e ni Ifokànbale, nitori Ifọkanbale die, ogun die la fi ngbe ilé aye. ","sarcastic","Instagram","original"
"331","Tío bá fẹ́ ìyàwó tó sàn lórí, to bá yọ àdá, ìwọ náà á yọ ọ̀bẹ. Báyìí ní ìgbéyàwó yín yóò fi máa dùn, bótilẹ̀jẹ́pẹ́ ẹnìkan lè pa ẹnìkejì lọ́jọ́ kan","Tio ba fe iyawo to san lori, to ba yo ada, iwo naa a yo obe. Bayii ni igbeyawo yin yoo fi maa dun, botilejepe enikan le pa enikeji lojo kan","Tío bá fẹ́ ìyàwó to sàn lórí, to bá yọ adá, iwọ naa á yọ òbẹ. Báyii ní ìgbéyàwó yín yóò fi maa dùn, botilẹjẹ́pẹ ẹnikan lè pa enìkeji lọjọ́ kan","Tio bá fẹ iyawó tó san lórí, to bá yo adá, ìwọ naà á yọ ọ̀be. Bayìí ní igbeyàwo yin yóo fi maa dùn, botilejẹpé enìkan le pa enikeji lọ́jọ́ kan","Tio bá fé iyawo to sàn lori, to ba yo ada, iwo naa á yọ ọ̀be. Bayii ni igbeyawo yin yoo fi maa dun, botilejépe enikan le pa enikeji lojo kan","sarcastic","Instagram","original"
"332","Tí ìyàwó rẹ bá ń ṣe àgbèrè, kí ìwọ náà lọ ṣé àgbèrè ni. Bó tilẹ̀ jẹ́ pé ẹ̀yin méjèèjì lè kó ààrùn, ó sàn kí o kí ẹ kú papọ̀ kí o sì mọ̀ pé o ti gbẹ̀san.","Ti iyawo re ba n se agbere, ki iwo naa lo se agbere ni. Bo tile je pe eyin mejeeji le ko aarun, o san ki o ki e ku papo ki o si mo pe o ti gbesan.","Ti ìyàwo rẹ ba ń ṣe àgberè, kí ìwọ náà lo ṣé àgbère ni. Bó tilẹ̀ jẹ pé ẹ̀yin méjeèji lè kó aarun, ó san ki o ki ẹ ku papò ki o sì mo pé o ti gbẹ̀san.","Ti iyàwo rẹ bá ń ṣe àgbère, kí iwọ náa lọ se agberè ni. Bó tile je pe eyin méjèèjì le ko aarùn, ó sàn kí o ki e ku papọ ki o sì mọ̀ pé o ti gbesan.","Ti iyawo re bá n se agbere, ki iwọ naa lo se agbere ni. Bó tilẹ je pe eyin mejèeji lè ko aarùn, ó san ki o ki e ku papo ki o si mo pe o ti gbèsan.","sarcastic","Instagram","original"
