POLICY_NO,PRODUCT,BRANCH_NAME,REGION,ZONE_NAME,Plan,Sum_Assured,Premium,Sub_Plan,Vintage_Period
I-2008040804319,TRAVEL,Pune,ROM and Goa,South,Individual  Gold P,10000000,546,Gold,7
I-2008040804334,TRAVEL,Bangalore I,Karnatka,South,Individual  Gold P,10000000,916,Gold,18
I-2008040804335,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,584,Standard,14
I-2008040804349,TRAVEL,Amritsar,Punjab And Jammu  Kashmir,North,Individual  Standa,3000000,1062.5,Standard,81
I-2008040804367,TRAVEL,Bangalore I,Karnatka,South,Individual  Gold P,10000000,1198,Gold,19
I-2008040804421,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,10000000,1668,Gold,61
I-2008040804433,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,406,Standard,6
I-2008040804438,TRAVEL,Surat,Gujarat II,North,Individual  Platin,20000000,626,Platinum,4
I-2008040804457,TRAVEL,Andheri,Mumbai II,South,Individual  Gold P,10000000,2743,Gold,47
I-2008040804543,TRAVEL,Andheri,Mumbai II,South,Individual  Standa,2000000,549,Standard,9
I-2008040904868,TRAVEL,Cochin,Kerala,South,Individual  Standa,2000000,764,Standard,25
I-2008040905051,TRAVEL,Kolkata I,West Bengal,East,Individual  Silver,4000000,1660.5,Silver,234
I-2008040905086,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Standa,2000000,892,Standard,28
I-2008040905561,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,549,Standard,11
I-2008040905613,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,2573,Standard,70
I-2008040905724,TRAVEL,Andheri,Mumbai II,South,Individual  Standa,2000000,584,Standard,8
I-2008041005742,TRAVEL,Chennai II,Tamilnadu,South,Individual  Standa,2000000,6428,Standard,180
I-2008041005755,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,10000000,1220,Gold,28
I-2008041005760,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,406,Standard,7
I-2008041005797,TRAVEL,Surat,Gujarat II,North,Individual  Standa,2000000,892,Standard,28
I-2008041005836,TRAVEL,Pune,ROM and Goa,South,Individual  Gold P,10000000,2381,Gold,86
I-2008041005981,TRAVEL,Chennai I,Tamilnadu,South,Individual  Gold P,10000000,716,Gold,14
I-2008041005992,TRAVEL,Pune,ROM and Goa,South,Individual  Standa,2000000,406,Standard,7
I-2008041006004,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,406,Standard,7
I-2008041006010,TRAVEL,Pune,ROM and Goa,South,Individual  Standa,2000000,406,Standard,7
I-2008041006107,TRAVEL,Pune,ROM and Goa,South,Individual  Gold P,10000000,716,Gold,14
I-2008041006137,TRAVEL,Goa,ROM and Goa,South,Individual  Silver,4000000,595,Silver,11
I-2008041006261,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Silver,4000000,914,Silver,11
I-2008041006266,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Silver,4000000,1031,Silver,11
I-2008041006289,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,406,Standard,7
I-2008041006343,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,406,Standard,7
I-2008041006345,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Silver,4000000,1031,Silver,11
I-2008041006418,TRAVEL,Hyderabad I,Andhra Pradesh I,South,Individual  Standa,2000000,3215,Standard,91
I-2008041006431,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Silver,4000000,914,Silver,11
I-2008041006478,TRAVEL,Andheri,Mumbai II,South,Individual  Gold P,10000000,1067,Gold,10
I-2008041006490,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Silver,4000000,914,Silver,11
I-2008041006493,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Silver,4000000,1031,Silver,11
I-2008041006505,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Silver,4000000,914,Silver,11
I-2008041006520,TRAVEL,Andheri,Mumbai II,South,Individual  Platin,500000,835,Platinum,365
I-2008041006551,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,4000000,595,Silver,14
I-2008041006655,TRAVEL,Goa,ROM and Goa,South,Individual  Standa,2000000,615,Standard,93
I-2008041006675,TRAVEL,Goa,ROM and Goa,South,Individual  Standa,2000000,877,Standard,31
I-2008041006698,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,2025000,594,Silver,173
I-2008041006742,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2000000,549,Standard,9
I-2008041006879,TRAVEL,Nariman Point,Mumbai I,South,Individual  Silver,4000000,585,Silver,106
I-2008041006885,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,877,Standard,35
I-2008041006899,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,4000000,595,Silver,14
I-2008041106999,TRAVEL,Pune,ROM and Goa,South,Individual  Gold P,10000000,716,Gold,14
I-2008041107146,TRAVEL,Baroda,Gujarat II,North,Individual  Standa,2000000,892,Standard,23
I-2008041107162,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2000000,892,Standard,26
I-2008041107247,TRAVEL,Nagpur,ROM and Goa,South,Individual  Standa,2000000,2698,Standard,77
I-2008041107330,TRAVEL,Noida,Delhi II,North,Individual  Silver,2050000,515.5,Silver,181
I-2008041107406,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,2303,Standard,62
I-2008041107443,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,4000000,595,Silver,14
I-2008041107578,TRAVEL,Nariman Point,Mumbai I,South,Individual  Gold P,10000000,1603,Gold,29
I-2008041107584,TRAVEL,Patiala,Punjab And Jammu  Kashmir,North,Individual  Standa,1950000,100,Standard,35
I-2008041107615,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,406,Standard,6
I-2008041107639,TRAVEL,Calicut,Kerala,South,Individual  Standa,2000000,549,Standard,9
I-2008041107665,TRAVEL,Amritsar,Punjab And Jammu  Kashmir,North,Individual  Silver,4000000,733,Silver,16
I-2008041207755,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Gold P,250000,716,Gold,14
I-2008041207799,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Gold P,250000,716,Gold,14
I-2008041207881,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2000000,549,Standard,12
I-2008041207891,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Gold P,250000,716,Gold,14
I-2008041208089,TRAVEL,Hyderabad III,Andhra Pradesh I,South,Individual  Platin,500000,1598,Platinum,21
I-2008041208130,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,549,Standard,14
I-2008041208136,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,877,Standard,60
I-2008041208138,TRAVEL,Andheri,Mumbai II,South,Individual  Gold P,10000000,1429,Gold,22
I-2008041208203,TRAVEL,Coimbatore,Tamilnadu,South,Individual  Standa,2000000,549,Standard,12
I-2008041208235,TRAVEL,Pune,ROM and Goa,South,Individual  Standa,2000000,549,Standard,13
I-2008041208263,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,4000000,437,Silver,7
I-2008041208281,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,4000000,595,Silver,14
I-2008041208283,TRAVEL,Goa,ROM and Goa,South,Individual  Gold P,5125000,1210,Gold,218
I-2008041208299,TRAVEL,Pitampura,Delhi II,North,Individual  Standa,0,0,Standard,90
I-2008041208320,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,549,Standard,10
I-2008041208330,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,549,Standard,10
I-2008041208339,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,549,Standard,14
I-2008041308438,TRAVEL,Nehru Place,Delhi I,North,Individual  Silver,4000000,595,Silver,14
I-2008041308484,TRAVEL,Pitampura,Delhi II,North,Individual  Standa,2000000,1570,Standard,45
I-2008041408787,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,1218,Standard,43
I-2008041408853,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,4000000,595,Silver,12
I-2008041409076,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Standa,2000000,681,Standard,21
I-2008041409149,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,10000000,546,Gold,7
I-2008041409329,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,4000000,595,Silver,14
I-2008041409390,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,3215,Standard,85
I-2008041509427,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,3561,Standard,182
I-2008041509431,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Standa,2000000,799,Standard,21
I-2008041509630,TRAVEL,Pune,ROM and Goa,South,Individual  Gold P,10000000,716,Gold,14
I-2008041509673,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Gold P,10000000,2381,Gold,90
I-2008041509752,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,5125000,651,Gold,189
I-2008041509790,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,406,Standard,7
I-2008041509798,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,406,Standard,7
I-2008041509847,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,584,Standard,12
I-2008041509861,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,584,Standard,12
I-2008041509911,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,1398,Standard,62
I-2008041510108,TRAVEL,Trivandrum,Kerala,South,Individual  Gold P,10000000,1210,Gold,34
I-2008041510235,TRAVEL,Andheri,Mumbai II,South,Individual  Silver,100000,436,Silver,5
I-2008041510407,TRAVEL,Connaught Place,Delhi II,North,Individual  Gold P,10000000,2381,Gold,90
I-2008041510435,TRAVEL,Trichy,Tamilnadu,South,Individual  Gold P,10000000,5273,Gold,180
I-2008041510451,TRAVEL,Connaught Place,Delhi II,North,Individual  Silver,4000000,4996,Silver,182
I-2008041610581,TRAVEL,Noida,Delhi II,North,Individual  Standa,2025000,743,Standard,231
I-2008041610652,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,584,Standard,14
I-2008041610865,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,4000000,914,Silver,14
I-2008041610890,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,4000000,754.5,Silver,40
I-2008041610918,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Gold P,10000000,4091,Gold,91
I-2008041611042,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Silver,100000,595,Silver,14
I-2008041611142,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2000000,584,Standard,14
I-2008041611183,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Silver,100000,595,Silver,14
I-2008041611316,TRAVEL,Pune,ROM and Goa,South,Individual  Gold P,10000000,716,Gold,14
I-2008041611399,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2000000,1218,Standard,45
I-2008041611657,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Standa,2000000,3561,Standard,180
I-2008041611697,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Standa,2000000,2332,Standard,91
I-2008041611708,TRAVEL,Surat,Gujarat II,North,Individual  Standa,2000000,406,Standard,7
I-2008041611722,TRAVEL,Nariman Point,Mumbai I,South,Individual  Silver,4000000,437,Silver,7
I-2008041611799,TRAVEL,Andheri,Mumbai II,South,Individual  Standa,2000000,549,Standard,14
I-2008041611812,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,549,Standard,14
I-2008041611880,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,10000000,546,Gold,7
I-2008041611892,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,10000000,546,Gold,7
I-2008041611893,TRAVEL,Nehru Place,Delhi I,North,Individual  Gold P,10000000,546,Gold,7
I-2008041712057,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2000000,549,Standard,14
I-2008041712067,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2000000,549,Standard,14
I-2008041712134,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Silver,4000000,867,Silver,28
I-2008041712141,TRAVEL,Chennai II,Tamilnadu,South,Individual  Gold P,10000000,716,Gold,14
I-2008041712163,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,4000000,595,Silver,14
I-2008041712172,TRAVEL,Pune,ROM and Goa,South,Individual  Gold P,10000000,716,Gold,13
I-2008041712173,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,799,Standard,21
I-2008041712174,TRAVEL,Pune,ROM and Goa,South,Individual  Gold P,10000000,716,Gold,13
I-2008041712225,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,764,Standard,28
I-2008041712241,TRAVEL,Nariman Point,Mumbai I,South,Individual  Platin,20000000,1050,Platinum,19
I-2008041712251,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,2058,Standard,94
I-2008041712507,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,4000000,595,Silver,13
I-2008041712508,TRAVEL,Pune,ROM and Goa,South,Individual  Gold P,10000000,716,Gold,13
I-2008041712603,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,4000000,595,Silver,11
I-2008041712605,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Platin,20000000,1050,Platinum,21
I-2008041712625,TRAVEL,Ludhiana,Punjab And Jammu  Kashmir,North,Individual  Platin,20000000,3236,Platinum,56
I-2008041712630,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,4000000,1381,Silver,35
I-2008041712666,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,4000000,1239,Silver,42
I-2008041812669,TRAVEL,Pitampura,Delhi II,North,Individual  Standa,2000000,406,Standard,7
I-2008041812688,TRAVEL,Chennai II,Tamilnadu,South,Individual  Silver,4000000,595,Silver,14
I-2008041812914,TRAVEL,Chinchwad,ROM and Goa,South,Individual  Silver,4000000,1030,Silver,28
I-2008041812929,TRAVEL,Bangalore I,Karnatka,South,Individual  Silver,4000000,595,Silver,14
I-2008041812974,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,892,Standard,28
I-2008041813000,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,4000000,733,Silver,17
I-2008041813001,TRAVEL,Noida,Delhi II,North,Individual  Silver,4000000,595,Silver,26
I-2008041813023,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,4000000,1905,Silver,48
I-2008041813031,TRAVEL,Kottayam,Kerala,South,Individual  Standa,2000000,584,Standard,14
I-2008041813040,TRAVEL,Nariman Point,Mumbai I,South,Individual  Silver,4000000,437,Silver,6
I-2008041813079,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,4000000,437,Silver,7
I-2008041813351,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,549,Standard,8
I-2008041813381,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,584,Standard,8
I-2008041813443,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,479,Standard,5
I-2008041813455,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Standa,2000000,1724,Standard,76
I-2008041813460,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,549,Standard,8
I-2008041813488,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,681,Standard,15
I-2008041813490,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,549,Standard,8
I-2008041813501,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,549,Standard,8
I-2008041813511,TRAVEL,Bangalore I,Karnatka,South,Individual  Standa,2000000,549,Standard,8
I-2008041813554,TRAVEL,Warangal,Andhra Pradesh II,South,Individual  Platin,20000000,626,Platinum,7
I-2008041813557,TRAVEL,Warangal,Andhra Pradesh II,South,Individual  Platin,20000000,626,Platinum,7
I-2008041813590,TRAVEL,Dehradun,UP AND UTRANCHAL,North,Individual  Silver,3900000,100,Silver,20
I-2008041813604,TRAVEL,Warangal,Andhra Pradesh II,South,Individual  Platin,20000000,626,Platinum,7
I-2008041913811,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Standa,50000,2303,Standard,63
I-2008041913821,TRAVEL,Jalandhar,Punjab And Jammu  Kashmir,North,Individual  Standa,2000000,2002,Standard,90
I-2008041913865,TRAVEL,Amritsar,Punjab And Jammu  Kashmir,North,Individual  Gold P,10000000,1428,Gold,49
I-2008041913931,TRAVEL,Nehru Place,Delhi I,North,Individual  Standa,2000000,549,Standard,14
I-2008041913970,TRAVEL,Warangal,Andhra Pradesh II,South,Individual  Platin,20000000,626,Platinum,7
I-2008041914009,TRAVEL,Pitampura,Delhi II,North,Individual  Standa,2000000,877,Standard,32
I-2008041914066,TRAVEL,Noida,Delhi II,North,Individual  Gold P,10000000,1668,Gold,63
I-2008041914076,TRAVEL,Connaught Place,Delhi II,North,Individual  Gold P,10000000,651,Gold,7
I-2008041914153,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Standa,2000000,681,Standard,21
I-2008041914166,TRAVEL,Nehru Place,Delhi I,North,Individual  Silver,4000000,595,Silver,14
I-2008041914176,TRAVEL,Nehru Place,Delhi I,North,Individual  Silver,4000000,595,Silver,14
I-2008041914265,TRAVEL,Noida,Delhi II,North,Individual  Gold P,10000000,2008,Gold,63
I-2008041914287,TRAVEL,Kolkata I,West Bengal,East,Individual  Gold P,10000000,1210,Gold,35
I-2008041914333,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,1207,Standard,42
I-2008041914352,TRAVEL,Baroda,Gujarat II,North,Individual  Standa,2000000,3215,Standard,91
I-2008041914380,TRAVEL,Kanpur,UP AND UTRANCHAL,North,Individual  Standa,2000000,1398,Standard,63
I-2008041914383,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Standa,2000000,2244,Standard,112
I-2008041914467,TRAVEL,Belapur,Mumbai I,South,Individual  Silver,4000000,595,Silver,8
I-2008041914474,TRAVEL,Pune,ROM and Goa,South,Individual  Platin,20000000,1951,Platinum,35
I-2008041914518,TRAVEL,Ludhiana,Punjab And Jammu  Kashmir,North,Individual  Platin,20000000,1337,Platinum,35
I-2008042014579,TRAVEL,Visakapatnam,Andhra Pradesh II,South,Individual  Silver,4000000,595,Silver,9
I-2008042014591,TRAVEL,Chennai II,Tamilnadu,South,Individual  Standa,2000000,549,Standard,14
I-2008042114602,TRAVEL,Pitampura,Delhi II,North,Individual  Standa,2000000,406,Standard,6
I-2008042114629,TRAVEL,Pitampura,Delhi II,North,Individual  Standa,2000000,2002,Standard,91
I-2008042114712,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,4000000,2046,Silver,42
I-2008042114773,TRAVEL,Nariman Point,Mumbai I,South,Individual  Standa,2000000,764,Standard,25
I-2008042114818,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Gold P,10000000,716,Gold,14
I-2008042114957,TRAVEL,Hyderabad I,Andhra Pradesh I,South,Individual  Silver,4000000,437,Silver,5
I-2008042115000,TRAVEL,Bangalore I,Karnatka,South,Individual  Gold P,10000000,1210,Gold,29
I-2008042115001,TRAVEL,Hyderabad I,Andhra Pradesh I,South,Individual  Silver,4000000,437,Silver,5
I-2008042115109,TRAVEL,Dehradun,UP AND UTRANCHAL,North,Individual  Silver,4000000,2083,Silver,79
I-2008042115142,TRAVEL,Pune,ROM and Goa,South,Individual  Standa,2000000,764,Standard,28
I-2008042115153,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,2000000,681,Standard,21
I-2008042115229,TRAVEL,Hyderabad I,Andhra Pradesh I,South,Individual  Silver,4000000,437,Silver,5
I-2008042115271,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,4000000,1207,Silver,28
I-2008042115295,TRAVEL,Goa,ROM and Goa,South,Individual  Standa,2000000,549,Standard,11
I-2008042115328,TRAVEL,Amritsar,Punjab And Jammu  Kashmir,North,Individual  Gold P,10000000,716,Gold,10
I-2008042115375,TRAVEL,Nariman Point,Mumbai I,South,Individual  Silver,4000000,1031,Silver,14
I-2008042115388,TRAVEL,Pune,ROM and Goa,South,Individual  Platin,20000000,1785,Platinum,24
I-2008042115392,TRAVEL,Goa,ROM and Goa,South,Individual  Standa,2000000,549,Standard,11
I-2008042115399,TRAVEL,Ahmedabad I,Gujarat I,North,Individual  Platin,20000000,1951,Platinum,35
I-2008042115431,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,2000000,3561,Standard,182
I-2008042115438,TRAVEL,Nehru Place,Delhi I,North,Individual  Silver,4000000,914,Silver,12
I-2008042115454,TRAVEL,Hyderabad II,Andhra Pradesh I,South,Individual  Standa,2000000,1033,Standard,40
I-2008042115474,TRAVEL,Indore,MP And Chattishgarh,East,Individual  Silver,4000000,437,Silver,5
I-2008042115553,TRAVEL,Chandigarh,Haryana And Himachal Pradesh,North,Individual  Standa,2000000,877,Standard,30
I-2008042115588,TRAVEL,Noida,Delhi II,North,Individual  Standa,2000000,681,Standard,21
I-2008042115631,TRAVEL,Andheri,Mumbai II,South,Individual  Silver,4000000,1207,Silver,23
I-2008042115689,TRAVEL,Trichy,Tamilnadu,South,Individual  Silver,4000000,733,Silver,21
I-2008042215816,TRAVEL,Pune,ROM and Goa,South,Individual  Silver,4000000,1615,Silver,42
I-2008042215893,TRAVEL,Nariman Point,Mumbai I,South,Individual  Platin,20000000,626,Platinum,7
